G,01,19,1.3,0.7,0.7,1.3,0.9,0.6,0.8,0.9,0.7,0.7,0.6,0.7,1.1,0.6,0.8,0.7,0.7,0.8
M,01,25,1.5,1.2,0.9,1.0,1.1,1.1,0.8,0.3,0.7,0.9,1.0,1.3,0.9,0.7,1.0,1.1,0.6,0.9,0.8,0.8,0.8,1.8,1.2,1.8
H,01,22,1.0,1.5,1.7,1.5,0.8,0.5,1.2,0.4,0.4,0.6,1.0,0.5,0.9,0.6,0.9,1.0,0.5,1.2,1.2,0.8,2.1
T,01,23,2.0,1.9,1.7,1.2,1.2,0.7,1.0,1.0,0.8,0.5,1.8,1.1,0.9,1.2,2.7,1.2,1.9,1.2,1.5,1.3,2.1,1.9
C,01,20,1.0,1.2,0.9,1.4,1.1,0.8,0.8,0.8,0.7,0.7,1.3,1.2,1.2,1.0,0.9,1.7,2.6,2.6,2.1
Y,01,24,2.2,1.4,1.8,1.4,1.5,1.0,1.0,1.2,0.9,1.1,1.3,1.6,1.1,0.9,0.9,0.9,1.0,0.5,0.7,1.3,1.4,1.7,1.5
Z,01,14,1.3,1.4,1.4,1.0,1.6,0.4,1.7,0.7,1.3,1.7,1.9,1.0,1.4
N,01,19,1.3,1.0,1.3,1.2,0.9,0.9,1.3,1.0,1.1,1.4,1.3,0.9,1.4,1.4,1.0,1.2,1.6,1.1
F,01,16,2.2,1.4,1.8,1.4,1.5,1.1,1.0,0.9,1.8,1.5,0.9,1.1,1.4,1.2,1.0
E,01,38,0.8,1.4,1.0,0.6,1.0,1.0,1.0,0.8,1.1,0.8,1.0,1.2,1.0,0.6,1.2,1.4,0.8,1.5,0.9,1.3,0.8,1.1,1.3,1.2,1.5,0.6,0.8,0.8,1.2,1.0,0.8,1.3,1.6,1.6,0.9,1.5,1.4
S,01,21,0.8,1.5,1.4,1.4,0.6,0.9,0.8,0.8,0.6,0.8,0.8,0.9,1.0,0.7,1.2,1.7,1.7,1.7,1.5,2.8
I,01,27,1.3,1.0,1.7,0.6,0.7,1.1,0.9,0.9,1.4,1.0,0.7,1.4,1.0,0.9,1.4,1.0,0.9,1.2,0.9,1.1,0.9,1.2,0.8,1.0,0.7,0.8
A,01,20,1.2,0.9,1.1,1.6,0.7,1.4,1.1,1.5,1.0,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.9,0.7,0.8
Mb,03,05,1.3,0.6
